externalPersonKey,eventKey,outcome,resultText,evidenceKey,confirmedBy,confirmedAt
DEMO-P017,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P018,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P019,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P020,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P021,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P022,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P023,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P024,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P025,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P026,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P027,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P028,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P029,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P030,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P031,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P032,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P033,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P034,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P035,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P036,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P037,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P038,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P039,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P040,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P041,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P042,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P043,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P044,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P045,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P046,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P047,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P048,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P049,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P050,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P051,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P052,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P053,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P054,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P055,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P056,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P057,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P058,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P059,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P060,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P061,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P062,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P063,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P064,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P065,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P066,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P067,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P068,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P069,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P070,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P071,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P072,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P073,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P074,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P075,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P076,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P077,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P078,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P079,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P080,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P081,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P082,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P083,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P084,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P085,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P086,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P087,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P088,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P089,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P090,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P091,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P092,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P093,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P094,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P095,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P096,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P097,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P098,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P099,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
DEMO-P100,PB-G1,PASSED,ДЕМО — положительный результат из синтетической ведомости,DEMO-RESULTS-G1,DEMO-RESPONSIBLE,2026-09-22T10:00:00Z
